Date,MMM,ABT,ABBV
2014-05-15,129.09730011498,36.242504300619,46.598827059981
2014-05-16,129.23465715156,36.076254280892,46.811082108271
2014-05-19,129.72914248325,36.602712676696,47.854669429029
2014-05-20,128.41051493207,36.519587666832,47.350563689341
2014-05-21,129.58720687879,36.538059891246,47.111776760015
2014-05-22,129.26475897314,36.62118490111,47.430159332449
2014-05-23,130.02942114938,36.575004340074,47.713166063503
2014-05-27,130.3058050685,36.55653211566,47.748541904884
2014-05-28,130.2965922712,36.639657125524,47.819293587648
2014-05-29,131.18102081239,36.575004340074,47.783917746266
2014-05-30,131.32842556925,36.953684940565,48.049236556628
2014-06-02,131.11653123126,36.759726584216,47.890045270411
2014-06-03,131.64166067759,36.77819880863,48.08461239801
2014-06-04,131.06125444743,36.713546023181,48.270335565264
2014-06-05,132.39711005652,37.082990511464,48.907100710133
2014-06-06,133.2539002058,36.990629389394,48.730221503225
2014-06-09,133.88037042247,37.06451828705,47.615882499703
2014-06-10,133.55792251683,37.433962775334,47.730853984194
2014-06-11,133.0420058678,36.944448828358,47.960796953174
2014-06-12,131.80749102906,36.768962696423,47.456691213486
2014-06-13,132.07466215088,36.750490472009,47.898889230756
2014-06-16,132.03781096166,36.852087706287,47.75738586523
2014-06-17,132.37868446191,36.815143257459,48.022704675592
2014-06-18,132.96830348937,37.28618498002,48.261491604918
2014-06-19,133.11570824624,37.868060049067,47.925421111793
2014-06-20,133.73296566561,37.729518365961,47.138308641051
2014-06-23,132.74719635408,37.618685019476,47.536286856594
2014-06-24,131.82591662367,37.360073877677,47.394783491068
2014-06-25,132.3418332727,37.590976682854,48.641781899771
2014-06-26,132.41553565113,37.517087785198,49.977219911928
2014-06-27,132.37868446191,37.443198887541,50.2248508016
2014-06-30,131.96410858323,37.775698926996,49.915312189511
2014-07-01,133.18019782737,38.034310068795,50.313290405054
2014-07-02,133.79745524674,38.597712913427,51.392253567194
2014-07-03,133.96328559821,38.690074035498,51.489537130994
2014-07-07,133.50264573301,38.339101771629,50.76433238267
2014-07-08,133.18019782737,37.914240610102,49.252015163605
2014-07-09,133.29075139501,38.117435078658,48.650625860116
2014-07-10,132.56294040799,38.089726742037,49.340454767059
2014-07-11,132.94987789476,38.348337883836,48.977852392897
2014-07-14,133.58556090874,38.831174099322,48.879825395749
2014-07-15,133.64083769257,38.227628829964,47.623297523224
2014-07-16,134.66345819332,38.116205087929,47.810439972324
2014-07-17,132.24049250235,39.676137476424,47.694589884786
2014-07-18,133.42894335458,39.676137476424,48.933294666921
2014-07-21,132.94066509746,39.889699648658,48.122344054156
2014-07-22,133.69611447639,40.01040870253,48.166901780132
2014-07-23,133.29075139501,39.898984960494,48.550098223526
2014-07-24,133.7053272737,39.824702465804,48.193636415718
2014-07-25,133.69611447639,39.963982143348,47.391597348149
2014-07-28,134.07383916586,39.861843713149,47.890643879081
2014-07-29,132.68270677295,39.694708100096,47.614385978029
2014-07-30,132.42474844843,39.796846530295,47.899555424276
2014-07-31,129.79910121678,39.109733454411,46.643027551751
2014-08-01,129.67012205452,39.36043687399,46.767789184484
2014-08-04,129.67012205452,39.36043687399,47.489624345296
2014-08-05,128.77648071603,38.794032851977,47.044047085535
2014-08-06,128.56458637804,38.784747540141,46.384592741089
2014-08-07,128.17764889127,38.56190005607,46.723231458508
2014-08-08,129.76225002756,38.710465045451,47.070781721121
2014-08-11,129.51350450035,39.044736271557,47.507447435686
2014-08-12,129.78988841947,38.599041303415,47.088604811511
2014-08-13,130.63746577145,39.146874701756,47.765882246348
2014-08-14,131.13495682587,39.304725002973,48.291663412865
2014-08-15,130.7480193391,39.054021583393,48.033228602204
2014-08-18,132.77483474599,39.21187188461,48.398601955208
2014-08-19,132.89460111094,39.499716551534,49.271933384339
2014-08-20,134.00474318608,39.128304078083,49.066967844849
2014-08-21,133.91207047295,39.295439691136,48.977852392897
2014-08-22,133.56918143437,39.100448142574,49.191729477582
